"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"Intercept",-4.29262462930023,0.440084873337326,-5.14390045970332,-3.37518170586601,1.00059737383392,1890.04116321844,1381.052456224
"groupE.coli",-0.714602074659379,0.506885599075121,-1.70269009307457,0.348099454604772,1.00265906175394,3108.88633119705,2104.89328991169
